COMMENTS,STARS,English Comments,Roberta Model Polarity,Roberta Model Status,Roberta Result
çok kalitesiz,1,very poor quality,[0.8988463  0.09047869 0.01067501],Negative,True
mausesi çook kötü ışıkları çok iyi değil tavsiye etmem,3,"the mouse is very bad, the lights are not very good, i do not recommend",[0.97639036 0.02076442 0.00284527],Negative,True
Fiyatına göre iyi kardeşime hedi aldım çok beğendi,3,"good for the price, i bought it as a gift for my brother, he liked it very much",[0.00119752 0.01560226 0.9832002 ],Positive,True
Sorunsuz çalışıyo ama klavye ışığı güzel değil,3,it works fine but the keyboard light is not good,[0.72320557 0.23157981 0.0452145 ],Non Positive,True
gayet güzel,5,pretty good,[0.00479438 0.04224928 0.95295644],Positive,True
çok güzel tavsiye ederim,5,very good i recommend,[0.00370248 0.02585003 0.97044736],Positive,True
alalı bir sene oldu sorunsuz hala kullanırım,5,"it's been a year since i bought it, i still use it without any problems.",[0.01769241 0.18330158 0.799006  ],Non Negative,True
iki tane aldım cocuklar cok beğendi bu fiyata bu kalitede cok iyi persembe öğle saatlerinde sipariş verdim cumartesi saat 12 de elinde oldu teşekkürler,5,"i bought two, the kids liked it very much, the quality is very good at this price, i ordered it on thursday at noon, it was in hand at 12 o'clock on saturday, thank you",[0.00122732 0.01426645 0.9845063 ],Positive,True
Gayet iyi.Işıkları az daha fazla olsaydı daha iyi olurdu ama yine de iyi.Ayriyeten gelen mause da güzel.,4,"it's very good. it would be better if the lights were a little more, but it's still good.",[0.00414418 0.03390519 0.9619507 ],Positive,True
ürün beklentimin üzerinde çıktı ilk başta biraz dandik gibi duruyo ancak zaman geçtiçe seviyosunuz fiyat performans,4,"the product exceeded my expectation. at first it seems a bit cheesy, but as time passes, you like it. price performance.",[0.03480001 0.15710476 0.8080952 ],Positive,True
çok güzel ve kullanışlı harika birşey bu fiyata göre,5,very nice and useful great thing for this price,[0.0020066  0.01197254 0.9860209 ],Positive,True
aldım klavye idare eder fakat fare aşırı aşır kötü zaten kırık grldi,1,"i bought the keyboard, but the mouse is too bad, it's already broken.",[0.95544076 0.03987502 0.00468417],Negative,True
katileli güzel ürün,5,nice product with killer,[0.16971895 0.37282377 0.45745733],Non Negative,True
Ürün kaliteli değil oyuncak gibi tuşlar desen daktilo hissi veriyor. 60 TL'ye aldım dahası çok bile. Mousea yorum bile yapmak istemiyorum. Kardeşim beğenmese aynı gün içinde iade ederdim. İhtiyacınız yoksa gözünüzü bile sürmeyin derim.,1,"the product is not of good quality, the keys look like a toy, giving the feeling of a typewriter. i bought it for 60 tl, even more. i don't even want to comment on the mouse. if my brother didn't like it, i would have returned it the same day. if you don't need it, i say don't even rub your eyes.",[0.9308129  0.06162437 0.00756266],Negative,True
kirik geldi belgede pil takın diyor ama pil yatağı yok,1,"it came broken, the document says insert a battery, but there is no battery bed",[0.68964946 0.2912886  0.0190619 ],Non Positive,True
guzel ben beğendim,5,nice i like it,[0.0079775  0.06090607 0.9311165 ],Positive,True
Dünyanın en kalitesiz faresini ve çok da bir şeye benzemeyen klavyesini yolluyorlar . Gereksiz pahalı ve faydasız bir takıl diye düşünüyorum. . Ben aldığıma pişman oldum siz olmayın :),5,"they send the world's poorest mouse and keyboard that doesn't look like anything. i think it is an unnecessary expensive and useless hang-up. . i regret buying it, don't be you :)",[0.9495429  0.04245466 0.00800235],Negative,False
parasına göre iyi kargo paketleme çok iyi,5,good value for money packaging very good,[0.00424692 0.03116891 0.9645842 ],Positive,True
sorunsuz geldi fiyatına göre iyi.Tek sorunu acayip kötü plastik kokuyor,4,it came without any problems. it's good for the price. the only problem is it smells like plastic.,[0.29832596 0.3456153  0.35605866],Cannot Find,False
Tuş hissiyatları güzel ışık biraz dandik,4,"key feel is nice, light is a bit cheesy",[0.14980027 0.49943417 0.35076556],Non Negative,True
fotoğrafta gözüktüğü gibi değil pek farklı marka geldi ORTADAN İKİYE KIRIK GELDİ EĞİK DURUYOR DENGESİZ,1,"it's not as it looks in the photo, it's a different brand, it's broken in half, it's bent, it's unbalanced",[0.80056506 0.18793829 0.01149642],Negative,True
kardeşime aldim mause çabuk bozuldu ama klavye güzel,4,"i bought it for my brother, the mouse broke quickly, but the keyboard is nice",[0.04590726 0.1705845  0.7835082 ],Non Negative,True
İş yeri için almıştım pek bir beklentim yoktu dandirik bir şey sandım ama sonra kullandıkça çok sevdim şaşırttı beni açıkçası birde o ışıkları falan arada açıyorum çok hoşuma gidiyor. Tuşlara basmayı klavye sayesinde daha çok sevdim çatur çıtır ses çıkarıyor asmr adeta,5,"i bought it for the workplace, i didn't have much expectation, i thought it was something cheesy, but then as i used it, i liked it a lot, and it surprised me, frankly, i turn on those lights from time to time and i really like it. i liked pressing the keys more thanks to the keyboard, it makes a crackling sound asmr almost",[0.00424373 0.02938247 0.9663739 ],Positive,True
Ürünü beğendik renkleri çok güzel fiyatına göre uygun basması bile çok güzel mause nin ışıkları değişiyor,5,"we like the product, the colors are very nice, even the printing is very good according to the price, the lights of the mouse are changing",[0.00190852 0.01605752 0.982034  ],Positive,True
çok güzel bir ürün bayıldım çok kullanışlı üstelik renkleri de çok güzel,5,"it is a very nice product, i love it, it is very useful and the colors are also very beautiful",[0.00182369 0.00608236 0.992094  ],Positive,True
urun güzel kardeşim beğendi ışıklarda hoş bi görüntü yaratıyor,5,"the product is beautiful, my brother liked it, it creates a nice image in the lights",[0.00129147 0.00781777 0.9908908 ],Positive,True
Adamsınız,5,you are a man,[0.02989694 0.42842278 0.5416803 ],Non Negative,True
Ürün elime 2 günde ulaştı güzel paketleme sıkıntı yok şuan fiyatına göre çok iyi klavye de ben tek tek renklerin değişmesini bekliyordum ama fotoda gözüktüğü gibi renkler sabit kalıyor mouse da renkler habire değişiyor klavyenin de öyle olmasını isterdim bu kötü bişey değil zevk meselesi yani ürün iyi,5,"the product arrived in 2 days, nice packaging, there is no problem, it is very good for the price, the keyboard is very good, i was expecting the colors to change one by one, but the colors remain constant as it is seen in the photo, the colors are constantly changing on the mouse, i wish the keyboard was the same, it's not a bad thing, it's a matter of taste, the product is good",[0.00523811 0.03444432 0.96031743],Positive,True
Beklediğimden kaliteliydi renkler doku güzel,5,"the quality was better than i expected, the colors and the texture are nice.",[0.00272297 0.01724853 0.98002857],Positive,True
çok kullanışlı renkler tam istediğim gibi,5,very useful colors just what i wanted,[0.00320954 0.04225239 0.9545379 ],Positive,True
Çokta sevmedik. Shiftle Z harfi arasında &gt; tuşu var. Bu yüzden Shift daha küçük. Gereksiz ve rahatsız edici.,1,we didn't like it much. shift and the letter z &gt; has a button. that's why shift is smaller. unnecessary and annoying.,[0.92514324 0.06832816 0.0065287 ],Negative,True
"Klavyesi güzel, hoş fakat bilgisayar oyunları oynadığım için çok hafif geldi tam elime göre tan fp ürünü.",4,"the keyboard is nice, nice, but because i play computer games, it felt too light. it's a tan fp product, just for my hand.",[0.02755483 0.17043068 0.8020145 ],Positive,True
aynn gösterildiği gibi geldi teşekkürler trendyol,5,it came exactly as shown thank you trendyol,[0.00413532 0.05260386 0.94326067],Positive,True
ürün sorunsuz bir şekilde elime ulaştı pandemi oldugu halde 5 gunde elime ulaştı çok teşekkürler trendyol,5,"the product reached me without any problems, even though it was a pandemic, it arrived in 5 days, thank you very much trendyol",[0.00241862 0.02929276 0.9682886 ],Positive,True
ürün kirik geldi,1,the product arrived broken,[0.8718247  0.12101083 0.0071646 ],Negative,True
görsel olarak güzel göründüğü gibi geldi paketleme güzel beğendim,5,"it came as it looks nice visually, the packaging is nice i like it",[0.00159123 0.01707417 0.98133457],Positive,True
Ürünü bi kaç haftadır kullanıyoruz memnunuz renkleri çok hoş,4,"we have been using the product for a few weeks, we are satisfied, the colors are very nice",[0.00133452 0.00969293 0.9889725 ],Positive,True
Beklemiş olduğumdan çok daha fazla gaayet profesyonel bir şekilde paketlenmiş hazırlanmış ve çok hızlı kargo,5,"much more than i expected, very professionally packaged and very fast shipping",[0.01036995 0.07784239 0.9117877 ],Positive,True
paketleme hızlı kargo tek kelime mükemmel emeğinize sağlık💯👌,5,packaging fast shipping one word excellent thank you for your work 💯👌,[0.00172767 0.0181178  0.9801545 ],Positive,True
Çok dandik görüntü ile alakası yok kargo desen başka dert bana 10 dk uzaklıkta kargo şirketi 4 gün boyunca dağıtım da dedi saçmalık,2,"it has nothing to do with the very lousy image, the cargo pattern is another problem, the cargo company is 10 minutes away from me, he said delivery for 4 days, it's nonsense",[0.92475444 0.06783655 0.00740902],Negative,True
harika bir ürün tuş basma sesine bile bayıldım,5,great product i even love the key press sound,[0.00301615 0.01429648 0.98268723],Positive,True
güzeldi beğendim,5,it was nice i like it,[0.00221566 0.01335744 0.984427  ],Positive,True
Güzel oglum begendi,5,my beautiful son liked it,[0.00213102 0.02642501 0.97144395],Positive,True
Klavye ışıklı eyvallah da tuşlar ışıklı değil gece yazı yazamıyorum hangi harf belli değil plastiği saçma sapan hafif bişey dönüşüm plastiği büyük ihtimal oyun için alıcaksanız hiç almayın ama günlük işlerinizi kolaylıkla halleder pratik mouse klavye,2,"the keyboard is illuminated, thank you, the keys are not illuminated, i can't write at night, which letter is not clear, the plastic is a ridiculous light thing, if you're going to buy it for gaming, don't buy it at all, but it easily handles your daily work, practical mouse keyboard",[0.16448237 0.3472413  0.4882764 ],Non Negative,False
Ürün gayet güzel birkaç günde geldi gayet başarılı. 👍🏻,5,"the product is very good, it came in a few days, it was very successful. 👍🏻",[0.00135002 0.00894161 0.98970836],Positive,True
Hizli kargolanmis gayet güzel beğendim,4,"it was shipped fast, i like it very well",[0.00181492 0.01400474 0.98418033],Positive,True
guzel ürün,5,good product,[0.01123988 0.10153642 0.8872238 ],Positive,True
Ucuz ve ışıklı oldugu icin tercih ettim. Gayet yeterli,5,i chose it because it was cheap and light. quite enough,[0.01171073 0.16052109 0.82776827],Positive,True
Oğlum çok begendı kullnıslı güzel 👍 hızlı kargo,5,"my son liked it very much, useful and beautiful 👍 fast shipping",[0.00155526 0.01153917 0.9869056 ],Positive,True
boşa almauı severim ondna aldım kdşsşdldlcl,5,i love it,[0.01114235 0.03213238 0.9567252 ],Positive,True
Hızlı teslimat süresi teşekkür ederim oğlum kullanıyor memnun kaldı teşekkür ederiz,5,fast delivery time thank you my son is using it and he is satisfied thank you,[0.00181194 0.01465163 0.98353636],Positive,True
Aşırı kaliteli bir ürün hızlı teslimat için teşekkürler,5,thanks for the fast delivery of a great quality product.,[0.00221196 0.01641709 0.9813709 ],Positive,True
kalitesini begenmedim keşke mouse bu kadar hafif olmasa masada kullanırken havaya kalkıyor,2,"i don't like the quality, i wish the mouse wasn't so light, it goes up when using it on the table",[0.94091284 0.05408865 0.00499854],Negative,True
kargolama asiri ozensizdi ctrl butonu kirik geldi ama 2 tane var diye takmadim cok kotu hayal kirikligina ugradim urun cokda iyi deyil ustune biraz daha para koyup iyi bi sey alin bence berbad uste ciksin diye 5 yildiz ama almayin bence,5,the shipping was very careless. the ctrl button was broken but i didn't wear it because there are 2 of them. i was very disappointed. the product is not very good. put a little more money on it and buy something good.,[0.9601988  0.03484366 0.00495744],Negative,False
Adam olana çok bile...,4,even for the man...,[0.24834277 0.69349    0.05816717],Non Positive,False
10 numara tam göründüğü gibi hatta artisi tavsiye ederim şüphesiz alin,5,"number 10 is exactly as it looks, even i recommend the plus, buy it without a doubt",[0.00449231 0.07744864 0.918059  ],Positive,True
çok güzel bir ürün klavyesi yumuşak ve ses çıkartmıyor ben begendim,5,"it is a very nice product, the keyboard is soft and does not make a sound, i like it",[0.01008574 0.02483952 0.9650748 ],Positive,True
Isıkları çok tatlı duruyor,5,their lights look so sweet,[0.00147128 0.01544559 0.98308307],Positive,True
güzel ürün,5,good product,[0.01123988 0.10153642 0.8872238 ],Positive,True
"Kullanisi cok rahat, tavsiye ediyorum",5,"very comfortable to use, i recommend",[0.00254449 0.04935    0.94810563],Positive,True
ürün fiyatına göre çok iyi alınır,5,the product is very good for the price,[0.00212174 0.01826393 0.97961444],Positive,True
3 adet aldım klavyeler güzel mause bir tanesi 2 hafta sonra bozuldu,4,"i bought 3 keyboards, nice mouse, one of them broke after 2 weeks",[0.36559138 0.4013039  0.23310469],Cannot Find,False
